Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
IBMJ	Ishares Dec 2021 Term Muni Bond ETF			0	0	0	0	0	0	0	0
IBMK	Ishares Dec 2022 Term Muni Bond ETF			0	0	0	0	0	0	0	0
IBML	Ishares Dec 2023 Term Muni Bond ETF			0	0	0	0	0	0	0	0
IBND	Intl Corp Bond ETF SPDR			0	0	0	0	0	0	0	0
IBO	Ibo Common Stock			0	0	0	0	0	0	0	0
ICAN	Serenityshares Impact ETF			0	0	0	0	0	0	0	0
ICF	Reality Majors Cohen & Steers Ishares	Finance	Closed-End Fund - Equity	0	4.09	0	0	0	0	0	0
ICI	Optimized Currency Carry ETN Ipath			0	0	0	0	0	0	0	0
ICOL	Colombia Capped Ishares ETF			0	0	0	0	0	0	0	0
ICOW	Pacer Developed Markets International Cash Cows			0	0	0	0	0	0	0	0
ICSH	Liquidity Income Ishares ETF			0	0	0	0	0	0	0	0
ICVT	Ishares Convertible Bond ETF			0	0	0	0	0	0	0	0
IDEV	Ishares Core MSCI Intl Devd Market ETF			0	0	0	0	0	0	0	0
IDHD	S&P Intl Dev Hi Div Low Vol Port PS			0	0	0	0	0	0	0	0
IDHQ	S&P Intl Dev High Qlty Powershares			0	0	0	0	0	0	0	0
IDIV	U.S. Equity Cumulative Dividends Fund Series 202			0	0	0	0	0	0	0	0
IDLV	S&P Intl Dev Low Volatility Powershares			0	0	0	0	0	0	0	0
IDMO	S&P Intl Dev Momentum Portfolio PS			0	0	0	0	0	0	0	0
IDN	Intellicheck Mobilisia	Technology	Computer Software: Prepackaged Software	0	-0.37	0	14982300	0	0	9.46	2.19
IDOG	Alps International Sector Dividend			0	0	0	0	0	0	0	0
IDU	DOW Utilities Ishares	Finance	Closed-End Fund - Equity	0	20.39	0	0	0	0	0	0
IDV	DJ Intl Select Div Idx Ishares			0	0	0	0	0	0	0	0
IDX	Indonesia Index ETF Vaneck			0	0	0	0	0	0	0	0
IEC	IEC Electronics	Technology	Electrical Products	0	-0.05	0	10319290	0	0	0.46	3.3
IEFA	Core MSCI EAFE Ishares			0	0	0	0	0	0	0	0
IEMG	Core MSCI Emerging Mkts Ishares			0	0	0	0	0	0	0	0
IEO	DJ US Oil & Gas Ex Index Ishares			0	0	0	0	0	0	0	0
IEUR	Core Europe Ishares			0	0	0	0	0	0	0	0
IEV	Europe 350 Ishares	Index	Closed-End Fund - Equity	0	0.91	0	0	0	0	0	0
IEZ	DJ US Oil Equipment Index Ishares			0	0	0	0	0	0	0	0
IF	Aberdeen Indonesia Fund	Finance	Closed-End Fund - Debt	0	0.96	2.42	0	0.18	0	0	0
IFIX	DB-X Barclays Inter Corp Bh ETF			0	-0.57	0	0	0	0	0	0
IFLY	Purefunds Drone Economy Strategy ETF			0	0	0	0	0	0	0	0
IGC	India Globalization Capital Inc	Basic Industries	Military/Government/Technical	0	-0.073	0	27431860	0	0	32.717	1.8037
IGE	S&P Natural Resources North Amer Ishares	Finance	Closed-End Fund - Equity	0	-13.07	0	0	0	0	0	0
IGEB	Ishares Edge Investment Grade Enhanced Bond ETF			0	0	0	0	0	0	0	0
IGEM	EM Inv Grade + Bb Rated USD Sb Vaneck ETF			0	0	0	0	0	0	0	0
IGHG	Invest Grade Interest Rate Proshares			0	0	0	0	0	0	0	0
IGIH	Db-Xt Invt Grd Bd Intr Rt Hdg			0	0	0	0	0	0	0	0
IGM	S&P Technology North Amer Ishares	Index	Closed-End Fund - Equity	0	12.53	0	0	0	0	0	0
IGN	S&P Tech-Multimedia Ntwk North Amer Ishares	Finance	Closed-End Fund - Equity	0	6.44	0	0	0	0	0	0
IGRO	Ishares Intl Dividend Growth ETF			0	0	0	0	0	0	0	0
IGV	S&P Tech-Software North Amer Ishares	Finance	Closed-End Fund - Equity	0	20.85	0	0	0	0	0	0
IGVT	DB-X Barclays Inter Treas Bh ETF			0	0	0	0	0	0	0	0
IGZ	Igz NYSE			0	0	0	0	0	0	0	0
IHDG	Wisdomtree Intl Hedged Fund			0	0	0	0	0	0	0	0
IHE	DJ US Pharmaceuticals Ishares			0	0	0	0	0	0	0	0
IHF	DJ US Healthcare Provider Ishares			0	0	0	0	0	0	0	0
IHI	DJ US Medical Devices Ishares			0	0	0	0	0	0	0	0
IHT	Innsuites Hospitality Trust	Consumer Services	Real Estate Investment Trusts	2.131	0.763	1.1	9784748	0.02	0	1.274	1.949
IHY	Intl High Yield Bond ETF Vaneck			0	0	0	0	0	0	0	0
IJH	S&P Midcap 400 Ishares	Index	Closed-End Fund - Equity	0	19.07	0	0	0	0	0	0
IJJ	S&P Midcap 400 Value Ishares	Index	Closed-End Fund - Equity	0	18.56	0	0	0	0	0	0
IJK	S&P Midcap 400 Growth Ishares	Index	Closed-End Fund - Equity	0	18.33	0	0	0	0	0	0
IJR	S&P Smallcap 600 Index Ishares	Index	Closed-End Fund - Equity	0	8.66	0	0	0	0	0	0
IJS	S&P Smallcap 600 Value Ishares	Index	Closed-End Fund - Equity	0	19.7	0	0	0	0	0	0
ILF	Latin America 40 Ishares	Finance	Closed-End Fund - Equity	0	4.46	0	0	0	0	0	0
ILTB	10+ Year Government/Credit Bond Ishares			0	0	0	0	0	0	0	0
IMH	Impac Mortgage Holdings	Consumer Services	Real Estate Investment Trusts	5.15	2.62	0	20894810	0	3.36	7.42	0.92
IMLP	Ipath S&P MLP ETN			0	0	0	0	0	0	0	0
IMO	Imperial Oil Ltd	Energy	Integrated oil Companies	12.19	2.62	1.66	844249500	0.51	0.92	1.23	1.27
IMOM	Intl Quantitative Momentum ETF			0	0	0	0	0	0	0	0
IMTB	Ishares Core 5 10 Year USD Bond ETF			0	0	0	0	0	0	0	0
IMTM	Ishares Intl Momentum Factor ETF			0	0	0	0	0	0	0	0
IMU.W	Immunocellular Therapeutics Warrant			0	0	0	0	0	0	0	0
IMUC	Immunocellular Thera			0	-6.005	0	15848560	0	0	0	0
INCO	India Consumer Egshares			0	0	0	0	0	0	0	0
INDA	India Index MSCI Ishares			0	0	0	0	0	0	0	0
INDF	Ishares Industrials Multifactor			0	0	0	0	0	0	0	0
INDL	India Bull 3X Direxion			0	0	0	0	0	0	0	0
INFU	Infusystems Holdings	Health Care	Medical/Dental Instruments	0	0.07	0	22756100	0	0	0.74	0.96
INKM	SSGA Income Allocation ETF SPDR			0	0	0	0	0	0	0	0
INP	India Index ETN MSCI Ipath			0	0	0	0	0	0	0	0
INR	INR/USD ETN Vaneck			0	0	0	0	0	0	0	0
INS	Intelligent Systems Corp	Capital Goods	Metal Fabrications	0	-0.03	0	8776923	0	0	3.42	1.81
INTF	Ishares Intl Multifactor ETF			0	0	0	0	0	0	0	0
INTT	Intest Corp			16.21	0.55	0	10283620	0	0	1.74	2.14
INUV	Inuvo Inc	Consumer Services	Advertising	0	-0.139	0	28484140	0	-0.15	0.352	1.895
INXX	India Infrastructure Egshares			0	0	0	0	0	0	0	0
IOIL	IQ Global Oil Smallcap ETF			0	0	0	0	0	0	0	0
IOO	S&P Global 100 Ishares			0	8.25	0	0	0	0	0	0
IOR	Income Opportunity Realty Trust			17.53	0.53	0	4167923	0	0	0	0
IPAC	Pacific Core Ishares			0	0	0	0	0	0	0	0
IPAY	Purefunds ISE Mobile Payments ETF			0	0	0	0	0	0	0	0
IPB	Merrill Lynch & Co	Finance	Finance: Consumer Services	0	0	0	0	0	0	0	0
IPE	TIPS Barclays ETF SPDR			0	0	0	0	0	0	0	0
IPFF	S&P Intl Preferred Stock Ishares			0	0	0	0	0	0	0	0
IPO	Renaissance IPO ETF			0	0	0	0	0	0	0	0
IPOS	Renaissance Capital Greenwich Fund			0	0	0	0	0	0	0	0
IQDE	Flexshares Intl Quality Div Def Fund			0	0	0	0	0	0	0	0
IQDF	Flexshares Intl Quality Div Fund			0	0	0	0	0	0	0	0
IQDG	Wisdomtree Intl Quality Divd Growth Fund			0	0	0	0	0	0	0	0
IQDY	Flexshares Intl Quality Div Dyn Fund			0	0	0	0	0	0	0	0
IQLT	Ishares Intl Quality Factor ETF			0	0	0	0	0	0	0	0
ISCF	Ishares Intl Smallcap Multifactor ETF			0	0	0	0	0	0	0	0
ISDR	Issuer Direct Corp			32.5	0.52	1.19	2953846	0.2	0	4.15	4.25
ISL	Aberdeen Israel Fund	Finance	Closed-End Fund - Foreign	0	-0.723	5.82	0	1.1	0	0	0
ISMD	Inspire Small/Mid Cap Impact ETF			0	0	0	0	0	0	0	0
ISR	Isoray Inc	Health Care	Medical/Dental Instruments	0	-0.112	0	55009900	0	0	5.778	2.591
ISRA	Israel Vaneck ETF			0	0	0	0	0	0	0	0
ISZE	Ishares Intl Size Factor ETF			0	0	0	0	0	0	0	0
ITA	DJ US Aerospace & Defense Ishares			0	0	0	0	0	0	0	0
ITB	DJ US Home Construction Ishares			0	1.06	0	0	0	0	0	0
ITE	Interm-Term Treasury ETF SPDR			0	0	0	0	0	0	0	0
ITEQ	Bluestar Ta-Bigtech Israel Technology ETF			0	0	0	0	0	0	0	0
ITM	Interm Muni ETF Vaneck			0	0	0	0	0	0	0	0
ITOT	S&P 1500 Ishares			0	5.24	0	0	0	0	0	0
IVAL	Intl Quantitative Valueshares ETF			0	0	0	0	0	0	0	0
IVE	S&P 500 Value Ishares	Index	Closed-End Fund - Equity	0	12.48	0	0	0	0	0	0
IVLU	Ishares Intl Value Factor ETF			0	0	0	0	0	0	0	0
IVOG	S&P Midcap 400 Growth ETF Vanguard			0	0	0	0	0	0	0	0
IVOO	S&P Midcap 400 ETF Vanguard			0	0	0	0	0	0	0	0
IVOP	S&P 500 VIX Inv S/T Fut ETN II Ipath			0	0	0	0	0	0	0	0
IVOV	S&P Midcap 400 Value ETF Vanguard			0	0	0	0	0	0	0	0
IVV	S&P 500 Ishares	Index	Closed-End Fund - Equity	0	27.12	0	0	0	0	0	0
IVW	S&P 500 Growth Ishares	Finance	Closed-End Fund - Equity	0	14.86	0	0	0	0	0	0
IWB	Russell 1000 Ishares	Finance	Closed-End Fund - Equity	0	13.26	0	0	0	0	0	0
IWC	Russell Microcap Ishares			0	0	0	0	0	0	0	0
IWD	Russell 1000 Value Ishares	Index	Closed-End Fund - Equity	0	12.86	0	0	0	0	0	0
IWF	Russell 1000 Growth Ishares	Finance	Closed-End Fund - Equity	0	12.19	0	0	0	0	0	0
IWL	Russell Top 200 Ishares			0	0	0	0	0	0	0	0
IWM	Russell 2000 Ishares	Finance	Closed-End Fund - Equity	0	14.46	0	0	0	0	0	0
IWN	Russell 2000 Value Ishares	Finance	Closed-End Fund - Equity	0	15.04	0	0	0	0	0	0
IWO	Russell 2000 Growth Ishares	Finance	Closed-End Fund - Equity	0	14.72	0	0	0	0	0	0
IWP	Russell Midcap Growth Ishares	Finance	Closed-End Fund - Equity	0	9.25	0	0	0	0	0	0
IWR	Russell Midcap Ishares	Finance	Closed-End Fund - Equity	0	20.17	0	0	0	0	0	0
IWS	Russell Midcap Value Ishares	Finance	Closed-End Fund - Equity	0	10.04	0	0	0	0	0	0
IWV	Russell 3000 Ishares	Finance	Closed-End Fund - Equity	0	16.77	0	0	0	0	0	0
IWX	Russell Top 200 Value Ishares			0	0	0	0	0	0	0	0
IWY	Russell Top 200 Growth Ishares			0	0	0	0	0	0	0	0
IXC	S&P Global Energy Ishares	Finance	Closed-End Fund - Equity	0	5.53	0	0	0	0	0	0
IXG	S&P Global Financials Ishares	Finance	Closed-End Fund - Equity	0	0.54	0	0	0	0	0	0
IXJ	S&P Global Healthcare Ishares	Finance	Closed-End Fund - Equity	0	6.04	0	0	0	0	0	0
IXN	S&P Global Technology Ishares			0	20.66	0	0	0	0	0	0
IXP	S&P Global Telecom Ishares	Finance	Closed-End Fund - Equity	0	7.99	0	0	0	0	0	0
IYC	DJ US Consumer Services Ishares	Finance	Closed-End Fund - Equity	0	-4.47	0	0	0	0	0	0
IYE	DJ US Energy Ishares	Finance	Closed-End Fund - Equity	0	0.18	0	0	0	0	0	0
IYF	DJ US Financial Sector Ishares	Index	Closed-End Fund - Equity	0	-1.44	0	0	0	0	0	0
IYG	DJ US Financial Services Ishares	Index	Closed-End Fund - Equity	0	-3.74	0	0	0	0	0	0
IYH	DJ US Healthcare Ishares	Index	Closed-End Fund - Equity	0	-7.39	0	0	0	0	0	0
IYJ	DJ US Industrial Ishares	Finance	Closed-End Fund - Equity	0	6.09	0	0	0	0	0	0
IYK	DJ US Consumer Goods Ishares	Index	Closed-End Fund - Equity	0	8.26	0	0	0	0	0	0
IYLD	Mstar Multi-Asset Income Index Ishares			0	0	0	0	0	0	0	0
IYM	DJ US Basic Materials Ishares	Finance	Closed-End Fund - Equity	0	6.31	0	0	0	0	0	0
IYR	DJ US Real Estate Ishares	Finance	Closed-End Fund - Equity	0	11.73	0	0	0	0	0	0
IYT	DOW Transportations Ishares	Finance	Closed-End Fund - Equity	0	-6.59	0	0	0	0	0	0
IYW	DJ US Technology Ishares	Index	Closed-End Fund - Equity	0	8.27	0	0	0	0	0	0
IYY	DJ US Index Ishares	Finance	Closed-End Fund - Equity	0	3.019	0	0	0	0	0	0
IYZ	DJ US Telecom Ishares	Index	Closed-End Fund - Equity	0	5.21	0	0	0	0	0	0
IZRL	Ark Israel Innovative Technology ETF			0	0	0	0	0	0	0	0
JBRI	James Biblically Responsible Investment ETF			0	0	0	0	0	0	0	0
JDIV	Jpmorgan U.S. Dividend ETF			0	0	0	0	0	0	0	0
JDST	Direxion Junior Gold Mine Bear 3X			0	0	0	0	0	0	0	0
JEM	GEMS Index ETN Ipath			0	0	0	0	0	0	0	0
JETS	US Global Jets ETF			0	0	0	0	0	0	0	0
JHDG	Wisdomtree Japan Divd Hedged Fund			0	0	0	0	0	0	0	0
JHMA	JH Materials Multifactor ETF			0	0	0	0	0	0	0	0
JHMC	JH Consumer Disc Multifactor ETF			0	0	0	0	0	0	0	0
JHMD	JH Developed Intl Multifactor ETF			0	0	0	0	0	0	0	0
JHME	JH Energy Multifactor ETF			0	0	0	0	0	0	0	0
JHMF	JH Financial Multifactor ETF			0	0	0	0	0	0	0	0
JHMH	JH Healthcare Multifactor ETF			0	0	0	0	0	0	0	0
JHMI	JH Industrials Multifactor ETF			0	0	0	0	0	0	0	0
JHML	JH Largecap Multifactor ETF			0	0	0	0	0	0	0	0
JHMM	JH Midcap Multifactor ETF			0	0	0	0	0	0	0	0
JHMS	JH Consumer Staples Multifactor ETF			0	0	0	0	0	0	0	0
JHMT	JH Technology Multifactor ETF			0	0	0	0	0	0	0	0
JHMU	JH Utilities Multifactor ETF			0	0	0	0	0	0	0	0
JHSC	John Hancock Multifactor Small Cap ETF			0	0	0	0	0	0	0	0
JJA	DJ-UBS Agriculture TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJAB	Agriculture Subindex TR ETN    Ipatha Series B B			0	0	0	0	0	0	0	0
JJC	DJ-UBS Copper TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJCB	Copper Subindex TR ETN         Ipatha Series B B			0	0	0	0	0	0	0	0
JJE	DJ-UBS Energy TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJEB	Ipatha Series B Bloomberg Energy Subindex Total			0	0	0	0	0	0	0	0
JJG	DJ-UBS Grains TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJGB	Grains Subindex TR ETN         Ipatha Series B B			0	0	0	0	0	0	0	0
JJM	DJ-UBS Ind Metals TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJMB	Industrial Metals Subindex TR ETN   Ipatha Serie			0	0	0	0	0	0	0	0
JJN	DJ-UBS Nickel TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJP	DJ-UBS Prec Metals TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJPB	Ipatha Series B Bloomberg Precious Metals Subind			0	0	0	0	0	0	0	0
JJS	DJ-UBS Softs TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJSB	Ipatha Series B Bloomberg Softs Subindex Total R			0	0	0	0	0	0	0	0
JJT	DJ-UBS Tin TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJU	DJ-UBS Aluminum TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJUB	Ipatha Series B Bloomberg Aluminum Subindex Tota			0	0	0	0	0	0	0	0
JKD	Mstar Large Core Index Ishares			0	8.29	0	0	0	0	0	0
JKE	Mstar Large Growth Index Ishares			0	-3.79	0	0	0	0	0	0
JKF	Mstar Large Value Index Ishares			0	6.27	0	0	0	0	0	0
JKG	Mstar Mid Core Index Ishares			0	3.45	0	0	0	0	0	0
JKH	Mstar Mid Growth Index Ishares			0	-1.332	0	0	0	0	0	0
JKJ	Mstar Small Core Index Ishares			0	8.12	0	0	0	0	0	0
JKK	Mstar Small Growth Index Ishares			0	0.268	0	0	0	0	0	0
JKL	Mstar Small Value Index Ishares			0	9.14	0	0	0	0	0	0
JMIN	Jpmorgan U.S. Minimum Volatility ETF			0	0	0	0	0	0	0	0
JMOM	Jpmorgan U.S. Momentum Factor ETF			0	0	0	0	0	0	0	0
JNK	High Yield Bond ETF SPDR			0	0	0	0	0	0	0	0
JNUG	Direxion Junior Gold Mine Bull 3X			0	0	0	0	0	0	0	0
JO	DJ-UBS Coffee TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JOB	General Employment Enterprises	Technology	Diversified Commercial Services	0	-0.53	0	9876289	0	0	0.27	1.46
JPED	Jpmorgan Event Driven ETF			0	0	0	0	0	0	0	0
JPEH	JPM Dvsd Rtns Europe Currency Hedged			0	0	0	0	0	0	0	0
JPEM	JPM Dvsd Rtns EM ETF			0	0	0	0	0	0	0	0
JPEU	JPM Dvsd Rtns Europe Equity ETF			0	0	0	0	0	0	0	0
JPGB	JPM Global Bond Opportunities ETF			0	0	0	0	0	0	0	0
JPGE	JPM Dvsd Rtns Global Equity			0	0	0	0	0	0	0	0
JPHF	JPM Dvsd Alternatives ETF			0	0	0	0	0	0	0	0
JPHY	JPM Disp Hi Yld ETF			0	0	0	0	0	0	0	0
JPIH	JPM Dvsd Rtns Intl Currency Hedged			0	0	0	0	0	0	0	0
JPIN	JPM Dvsd Rtns Intl Equity ETF			0	0	0	0	0	0	0	0
JPLS	Jpmorgan Long/Short ETF			0	0	0	0	0	0	0	0
JPMB	Jpmorgan USD Emerging Markets Sovereign Bond ETF			0	0	0	0	0	0	0	0
JPME	JPM Dvsd Rtns US Midcap ETF			0	0	0	0	0	0	0	0
JPMF	Jpmorgan Managed Futures Strategy ETF			0	0	0	0	0	0	0	0
JPMV	Japan Minimum Vola Ishares ETF			0	0	0	0	0	0	0	0
JPN	Db-Xt Jpn Jpx Nikkei 400 Eq			0	0	0	0	0	0	0	0
JPNL	Direxion Japan Bull 3X			0	0	0	0	0	0	0	0
JPSE	JPM Dvsd Rtns US Smallcap Equity ETF			0	0	0	0	0	0	0	0
JPST	J.P. Morgan Exchange-Traded Fund Trust			0	0.826	0	0	0	0	0	0
JPUS	JPM Dvsd Rtns US Equity ETF			0	0	0	0	0	0	0	0
JPXN	Ishares Jpx-Nikkei 400 ETF			0	10.811	0	0	0	0	0	0
JQUA	Jpmorgan U.S. Quality Factor ETF			0	0	0	0	0	0	0	0
JRJR	Cvsl Inc			0	-0.601	0	39370080	0	0	0.0608	0
JVAL	Jpmorgan U.S. Value Factor ETF			0	0	0	0	0	0	0	0
JXI	S&P Global Utilities Ishares			0	0	0	0	0	0	0	0
JYN	JPY/USD Exchange Rate ETN Ipath			0	0	0	0	0	0	0	0
KARS	Kraneshares Electric Vehicles and Future Mobilit			0	0	0	0	0	0	0	0
KBA	Kranes Bosera MSCI China A			0	0	0	0	0	0	0	0
KBE	S&P Bank ETF SPDR			0	0	0	0	0	0	0	0
KCE	S&P Capital Markets ETF SPDR			0	1.77	0	0	0	0	0	0
KCNY	Kranes E Fund China Comm Paper ETF			0	0	0	0	0	0	0	0
KEMP	Kranes FTSE EM ETF			0	0	0	0	0	0	0	0
KEMQ	Kraneshares Emerging Markets Consumer Technology			0	0	0	0	0	0	0	0
KFYP	Kranes New China ETF			0	0	0	0	0	0	0	0
KGRN	Kraneshares MSCI China Environment Index ETF			0	0	0	0	0	0	0	0
KIE	S&P Insurance ETF SPDR			0	0	0	0	0	0	0	0
KIQ	Kelso Technologies I			0	-0.057	0	46911730	0	0	2.7221	1.7484
KLDW	Exchange Listed Funds Trust Gav			0	0	0	0	0	0	0	0
KLDX	Klondex Mines Ltd			73.57	0.04	0	177579300	0	0	2.3	1.93
KLX	Steel Indicitive Index			0	0	0	0	0	0	0	0
KNOW	All Cap Insider Sentiment Direxion			0	0	0	0	0	0	0	0
KOIN	Innovation Shares Nextgen Protocol ETF			0	0	0	0	0	0	0	0
KOL	Coal ETF Vaneck			0	0	0	0	0	0	0	0
KOLD	Ultrashort Natural Gas Proshares			0	0	0	0	0	0	0	0
KOR	Advisorshares Kim Korea Equity ETF			0	-3.71	0	0	0	0	0	0
KORP	American Century Dvfd Corp Bond ETF			0	0	0	0	0	0	0	0
KORU	Direxion South Korea Bull 3X			0	0	0	0	0	0	0	0
KRE	S&P Regional Banking ETF SPDR			0	0	0	0	0	0	0	0
KROO	IQ Australia Smallcap ETF			0	0	0	0	0	0	0	0
KSA	Ishares Saudi Arabia Capped ETF			0	0	0	0	0	0	0	0
KURE	Kraneshares MSCI All China Health Care Index ETF			0	0	0	0	0	0	0	0
KWEB	Kranes CSI China ETF			0	0	0	0	0	0	0	0
KXI	S&P Global Cons Staples Ishares			0	0	0	0	0	0	0	0
LABD	Direxion S&P Biotech Bear 3X			0	0	0	0	0	0	0	0
LABU	Direxion S&P Biotech Bull 3X			0	0	0	0	0	0	0	0
LAQ	Latin America Equity Fund	Finance	Closed-End Fund - Foreign	0	5.8	1.3	0	0.3	0	0	0
LBDC	Etracs Mt Pay 2X Levd Wells Bdc ETN Series B			0	0	0	0	0	0	0	0
LBJ	Latin America Bull 3X Direxion			0	0	0	0	0	0	0	0
LBY	Libbey Inc	Capital Goods	Industrial Machinery/Components	0	-0.31	4.82	22013580	0.47	3.25	0.28	1.46
LD	Ipath Lead Subindex TR ETN			0	0	0	0	0	0	0	0
LDRS	Innovator Ibd ETF Leaders ETF			0	0	0	0	0	0	0	0
LDUR	Pimco Low Duration ETF			0	0	0	0	0	0	0	0
LEAD	Reality Divcon Leaders Dividend ETF			0	0	0	0	0	0	0	0
LEDD	Lead Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
LEMB	Emrg Mkts Local Cur Bond Ishares			0	0	0	0	0	0	0	0
LEU	Centrus Energy Corp			0	-7.4	0	9038889	0	0	0.16	0
LEVB	Level Brands Inc			0	0	0	0	0	0	0	0
LFEQ	Vaneck Vectors Ndr Cmg Long/Flat Allocation ETF			0	0	0	0	0	0	0	0
LGL	LGL Group	Capital Goods	Industrial Machinery/Components	41.64	0.15	0	2674342	0	0	0.71	1.13
LGLV	SSGA US Large Cap Low Vol Index SPDR			0	0	0	0	0	0	0	0
LIQT	Liqtech International Inc			0	-0.399	0	44237290	0	-0.16	1.019	1.905
LIT	G-X Lithium ETF			0	0	0	0	0	0	0	0
LLEX	Lilis Energy Inc			0	-2.08	0	50818900	0	0	22.14	34.01
LLQD	Ishares 10 Year Investment Grade Corporate Bond			0	0	0	0	0	0	0	0
LLSC	Direxion Smallcap 1.25X			0	0	0	0	0	0	0	0
LLSP	Direxion S&P 500 Bull 1.25X			0	0	0	0	0	0	0	0
LMLP	Etracs Mt Pay 2X MLP Ex-Energy ETN			0	0.12	0	0	0	0	0	0
LNG	Cheniere Energy	Energy	Oil & Gas Production	0	-0.96	0	232532800	0	109.04	3	0
LODE	Comstock Mining Inc			0	-0.063	0	210000000	0	0	17.037	2.284
LOGO	Global X Iconic U.S. Brands ETF			0	0	0	0	0	0	0	0
LOV	Spark Networks Plc	Miscellaneous	Business Services	0	-0.27	0	32177570	0	-0.3	1.15	1.92
LOWC	ACWI Low Carbon Target MSCI ETF SPDR			0	0	0	0	0	0	0	0
LQD	Iboxx $ Invest Grade Corp Bond Ishares	Finance	Closed-End Fund - Equity	0	10.78	0	0	0	0	0	0
LQDH	Ishares Int-Rate Hedged Corp Bond			0	0	0	0	0	0	0	0
LRET	Etracs Mt Pay 2X MSCI US REIT Index ETN			0	0	0	0	0	0	0	0
LRGF	Ishares US Multifactor ETF			0	0	0	0	0	0	0	0
LSST	Natixis Loomis Sayles Short Duration Income ETF			0	0	0	0	0	0	0	0
LSTK	Livestock Pure Beta Ipath ETN			0	0	0	0	0	0	0	0
LSVX	Velocity VIX Variable Long Short			0	0	0	0	0	0	0	0
LTL	Ultra Telecommunications Proshares			0	0	0	0	0	0	0	0
LTPZ	15+ Year US TIPS Index ETF Pimco			0	0	0	0	0	0	0	0
LTS	Ladenburg Thalmann Financial Inc	Finance	Investment Bankers/Brokers/Service	0	-0.22	1.35	196350200	0.04	-1.48	0.49	1.59
LTS-A	Ladenburg Thalmann Financial Se			0	0	0	0	0	0	0	0
LTSL	Ladenburg Thalmann Financial Services Inc 6.50%			0	0	0	0	0	0	0	0
LVHB	Elkhorn Lunt Low Vol/High Beta Tactical ETF			0	0	0	0	0	0	0	0
LVHE	Legg EM Low Vol Hi Div ETF			0	0	0	0	0	0	0	0
LVHI	Legg Intl Low Vol High Div ETF			0	0	0	0	0	0	0	0
LVIN	Multifactor Low Volatility International Equity			0	0	0	0	0	0	0	0
LVL	S&P Global Divd Opps Guggenheim			0	0	0	0	0	0	0	0
LVUS	Multifactor Low Volatility US Equity ETF			0	0	0	0	0	0	0	0
MAB	Eaton Vance Massachusetts Muni Bond	Finance	Closed-End Fund - Debt	0	-0.25	3.73	0	0.52	0	0	0
MAG	MAG Silver Corp			0	-0.67	0	80795900	0	0	0	4.86
MAGA	Point Bridge Gop Stock Tracker ETF			0	0	0	0	0	0	0	0
MATF	Ishares Materials Multifactor			0	0	0	0	0	0	0	0
MATH	Meidell Tactical Advantage ETF			0	-0.19	0	0	0	0	0	0
MBG	Mortgage Backed Bond ETF SPDR			0	0	0	0	0	0	0	0
MCF	Contango Oil & Gas Company	Energy	Oil & Gas Production	0	-1.43	0	25608370	0	0	1.25	0.43
MCRO	IQ Hedge Macro Tracker ETF			0	0	0	0	0	0	0	0
MDY	S&P Midcap 400 SPDR	Finance	Closed-End Fund - Equity	0	35.15	0	0	0	0	0	0
MDYG	S&P Midcap Growth ETF SPDR			0	0	0	0	0	0	0	0
MDYV	S&P Midcap Value ETF SPDR			0	0	0	0	0	0	0	0
MEAR	Ishares Short Maturity Municipal ETF			0	0	0	0	0	0	0	0
MEXX	Direxion Daily MSCI Mexico Bull 3X Shares			0	0	0	0	0	0	0	0
MFDX	Pimco RAFI Dynamic Multi-Factor Internation			0	0	0	0	0	0	0	0
MFEM	Pimco RAFI Dynamic Multi-Factor Emerging Ma			0	0	0	0	0	0	0	0
MFUS	Pimco RAFI Dynamic Multi-Factor U.S. Equity			0	0	0	0	0	0	0	0
MGC	Megacap 300 Index ETF Vanguard			0	0	0	0	0	0	0	0
MGK	Megacap 300 Growth Index ETF Vanguard			0	0	0	0	0	0	0	0
MGV	Megacap 300 Value Index ETF Vanguard			0	0	0	0	0	0	0	0
MHE	Massachusetts Health and Education Tax-Exempt TR	Finance	Closed-End Fund - Debt	0	0.084	4.54	0	0.64	0	0	0
MHH	Mastech Holdings Inc	Consumer Services	Professional Services	22.59	0.55	0	5448304	0	0	0.51	2.83
MICR	Micron Solutions Inc			0	-0.43	0	2819445	0	0	0.5	1.84
MIDU	Direxion Mid Cap Bull 3X			0	0	0	0	0	0	0	0
MIDZ	Midcap Bear 3X Direxion			0	0	0	0	0	0	0	0
MINC	Advisorshares Newfleet Multi-Se			0	0	0	0	0	0	0	0
