RESULT_COUNT: 9957,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,EX_DIVIDEND,SPLIT_RATIO,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME
SRPT,SRPT:UW,BBG000BCJC58,2018-03-19,80.63,81.79,77.11,78.78,1204098.0,0.0,1.0,80.63,81.79,77.11,78.78,1204098.0
SRS,SRS:UN,BBG000QXHSF2,2018-03-19,32.56,33.28,32.555,32.94,41931.0,0.0,1.0,32.56,33.28,32.555,32.94,41931.0
SRT,SRT:UN,BBG000BNXTV2,2018-03-19,10.45,10.76,10.12,10.13,118824.0,0.0,1.0,10.45,10.76,10.12,10.13,118824.0
SRTY,SRTY:UN,BBG000QBFC30,2018-03-19,28.71,30.16,28.71,29.15,690516.0,0.0,1.0,28.71,30.16,28.71,29.15,690516.0
SRV,SRV:UN,BBG000NTBG11,2018-03-19,10.99,10.99,10.5018,10.648,30021.0,0.0,1.0,10.99,10.99,10.5018,10.648,30021.0
SSB,SSB:UW,BBG000BNQ800,2018-03-19,89.6,89.6,87.9,89.05,184617.0,0.0,1.0,89.6,89.6,87.9,89.05,184617.0
SSBI,SSBI:UW,BBG000R80369,2018-03-19,13.65,13.65,13.65,13.65,20.0,0.0,1.0,13.65,13.65,13.65,13.65,20.0
SSD,SSD:UN,BBG000JLCF05,2018-03-19,58.0,58.3,57.36,58.22,195420.0,0.0,1.0,58.0,58.3,57.36,58.22,195420.0
SSFN,SSFN:UW,BBG000BSYP75,2018-03-19,11.85,12.0,11.25,11.5,3161.0,0.0,1.0,11.85,12.0,11.25,11.5,3161.0
SSG,SSG:UN,BBG000QXJSZ8,2018-03-19,8.03,8.32,7.98,8.18,9754.0,0.0,1.0,8.03,8.32,7.98,8.18,9754.0
CHFS,CHFS:UW,BBG002NFFVP4,2018-03-19,4.16,4.28,3.9,4.0,589170.0,0.0,1.0,4.16,4.28,3.9,4.0,589170.0
SSI,SSI:UN,BBG000BCFCV3,2018-03-19,2.03,2.2061,2.03,2.15,436247.0,0.0,1.0,2.03,2.2061,2.03,2.15,436247.0
SSL,SSL:UN,BBG000BBNDB6,2018-03-19,33.49,33.61,33.1,33.35,126911.0,0.0,1.0,33.49,33.61,33.1,33.35,126911.0
SSNC,SSNC:UW,BBG000RJ2QV4,2018-03-19,52.04,52.22,51.34,52.1,615378.0,0.0,1.0,52.04,52.22,51.34,52.1,615378.0
SSO,SSO:UN,BBG000PNHH23,2018-03-19,114.1,114.13,110.16,111.75,4260011.0,0.0,1.0,114.1,114.13,110.16,111.75,4260011.0
SSP,SSP:UN,BBG000C78KQ9,2018-03-19,13.02,13.02,12.51,12.68,682804.0,0.0,1.0,13.02,13.02,12.51,12.68,682804.0
SPTS,SPTS:UN,BBG0029J2JV6,2018-03-19,29.61,29.63,29.5998,29.61,67421.0,0.0,1.0,29.61,29.63,29.5998,29.61,67421.0
SSTK,SSTK:UN,BBG002ZCK2Z5,2018-03-19,51.76,52.18,50.31,51.25,207250.0,0.0,1.0,51.76,52.18,50.31,51.25,207250.0
SSW,SSW:UN,BBG000HVQCC4,2018-03-19,6.82,6.82,6.365,6.45,2022502.0,0.0,1.0,6.82,6.82,6.365,6.45,2022502.0
SSW$D,SSW$D:UN,,2018-03-19,23.76,23.9,23.74,23.78,8327.0,0.0,1.0,23.76,23.9,23.74,23.78,8327.0
SSW$E,SSW$E:UN,,2018-03-19,24.2,24.2,24.12,24.12,8493.0,0.0,1.0,24.2,24.2,24.12,24.12,8493.0
SSWN,SSWN:UN,,2018-03-19,25.4549,25.48,25.4,25.45,15098.0,0.0,1.0,25.4549,25.48,25.4,25.45,15098.0
SSY,SSY:UN,BBG000HNQTP1,2018-03-19,1.52,1.5212,1.52,1.5212,1549.0,0.0,1.0,1.52,1.5212,1.52,1.5212,1549.0
SSYS,SSYS:UW,BBG002S5ZS03,2018-03-19,22.15,22.2399,21.36,21.76,457276.0,0.0,1.0,22.15,22.2399,21.36,21.76,457276.0
ST,ST:UN,BBG000W4G481,2018-03-19,53.37,53.42,52.48,52.81,567686.0,0.0,1.0,53.37,53.42,52.48,52.81,567686.0
STAA,STAA:UW,BBG000C4QDM6,2018-03-19,16.15,16.3,15.95,16.2,72907.0,0.0,1.0,16.15,16.3,15.95,16.2,72907.0
STAG,STAG:UN,BBG000BGLH82,2018-03-19,23.85,23.97,23.58,23.92,670571.0,0.0,1.0,23.85,23.97,23.58,23.92,670571.0
STAG$B,STAG$B:UN,,2018-03-19,25.03,25.03,24.9989,25.0,11500.0,0.0,1.0,25.03,25.03,24.9989,25.0,11500.0
STAR,STAR:UN,BBG000H35M64,2018-03-19,10.15,10.185,10.04,10.18,374081.0,0.0,1.0,10.15,10.185,10.04,10.18,374081.0
STAR$D,STAR$D:UN,,2018-03-19,25.0089,25.066,25.0,25.0305,4460.0,0.0,1.0,25.0089,25.066,25.0,25.0305,4460.0
STAR$G,STAR$G:UN,,2018-03-19,24.72,24.8857,24.52,24.8857,2900.0,0.0,1.0,24.72,24.8857,24.52,24.8857,2900.0
STAR$I,STAR$I:UN,,2018-03-19,24.9196,24.98,24.57,24.9,7932.0,0.0,1.0,24.9196,24.98,24.57,24.9,7932.0
STAY,STAY:UN,BBG0055XMF57,2018-03-19,19.92,19.95,19.44,19.57,1354126.0,0.0,1.0,19.92,19.95,19.44,19.57,1354126.0
STB,STB:UW,BBG000S221F3,2018-03-19,7.5,7.52,7.5,7.52,1380757.0,0.0,1.0,7.5,7.52,7.5,7.52,1380757.0
STBA,STBA:UW,BBG000CKBB59,2018-03-19,42.59,42.65,41.75,42.48,67605.0,0.0,1.0,42.59,42.65,41.75,42.48,67605.0
STBZ,STBZ:UW,BBG000GDKQC0,2018-03-19,30.88,30.88,30.41,30.77,116156.0,0.0,1.0,30.88,30.88,30.41,30.77,116156.0
STC,STC:UN,BBG000D6YG35,2018-03-19,44.85,44.94,42.47,42.61,2902663.0,0.0,1.0,44.85,44.94,42.47,42.61,2902663.0
STDY,STDY:UW,,2018-03-19,3.305,3.305,3.3,3.3,8360.0,0.0,1.0,3.305,3.305,3.3,3.3,8360.0
STE,STE:UN,BBG00B59F4C2,2018-03-19,95.03,95.1,94.01,94.7,270223.0,0.0,1.0,95.03,95.1,94.01,94.7,270223.0
STFC,STFC:UW,BBG000CB5PM6,2018-03-19,29.97,30.23,29.48,30.05,26014.0,0.0,1.0,29.97,30.23,29.48,30.05,26014.0
STI,STI:UN,BBG000BTKJ09,2018-03-19,71.49,71.63,70.15,71.05,1952296.0,0.0,1.0,71.49,71.63,70.15,71.05,1952296.0
STI$A,STI$A:UN,,2018-03-19,24.3966,24.46,23.97,24.09,58265.0,0.0,1.0,24.3966,24.46,23.97,24.09,58265.0
STI.B,STI.B:UN,,2018-03-19,26.99,26.99,26.99,26.99,200.0,0.0,1.0,26.99,26.99,26.99,26.99,200.0
STIP,STIP:UN,BBG0019SRJV1,2018-03-19,99.82,99.89,99.8,99.82,58913.0,0.0,1.0,99.82,99.89,99.8,99.82,58913.0
STK,STK:UN,BBG000PNVGS1,2018-03-19,23.51,23.51,22.93,23.13,99702.0,0.0,1.0,23.51,23.51,22.93,23.13,99702.0
STKL,STKL:UW,BBG000G6KW69,2018-03-19,7.2,7.5,7.15,7.3,131391.0,0.0,1.0,7.2,7.5,7.15,7.3,131391.0
STKS,STKS:UW,BBG001QJ1RY9,2018-03-19,2.79,2.87,2.78,2.87,13835.0,0.0,1.0,2.79,2.87,2.78,2.87,13835.0
STL,STL:UN,BBG000CLNVZ7,2018-03-19,25.0,25.05,24.275,24.6,1781642.0,0.0,1.0,25.0,25.05,24.275,24.6,1781642.0
STLD,STLD:UW,BBG000HH03N1,2018-03-19,46.53,46.78,45.175,45.69,2378509.0,0.0,1.0,46.53,46.78,45.175,45.69,2378509.0
STM,STM:UN,BBG000BD4KH1,2018-03-19,24.38,24.4348,23.83,24.23,2231729.0,0.051,1.0,24.38,24.4348,23.83,24.23,2231729.0
STML,STML:UW,BBG002VL4M92,2018-03-19,14.05,14.75,14.05,14.1,503305.0,0.0,1.0,14.05,14.75,14.05,14.1,503305.0
STMP,STMP:UW,BBG000CZ5Z32,2018-03-19,198.95,199.65,190.7,194.9,272526.0,0.0,1.0,198.95,199.65,190.7,194.9,272526.0
STN,STN:UN,BBG000BNHSV2,2018-03-19,25.4,26.15,25.35,25.45,41208.0,0.0,1.0,25.4,26.15,25.35,25.45,41208.0
STNG,STNG:UN,BBG000Q1TYC9,2018-03-19,2.18,2.22,2.11,2.16,4665173.0,0.0,1.0,2.18,2.22,2.11,2.16,4665173.0
STO,STO:UN,BBG000NT1428,2018-03-19,22.97,23.01,22.605,22.72,1988528.0,0.0,1.0,22.97,23.01,22.605,22.72,1988528.0
STON,STON:UN,BBG000P0S4V8,2018-03-19,6.83,6.87,6.7,6.74,110499.0,0.0,1.0,6.83,6.87,6.7,6.74,110499.0
STOR,STOR:UN,BBG00728RYW5,2018-03-19,24.5,24.5125,24.26,24.38,1381914.0,0.0,1.0,24.5,24.5125,24.26,24.38,1381914.0
STPZ,STPZ:UN,BBG000P08X19,2018-03-19,51.88,51.88,51.78,51.83,44613.0,0.0,1.0,51.88,51.88,51.78,51.83,44613.0
STRA,STRA:UW,BBG000GS10J8,2018-03-19,101.99,104.32,101.99,104.03,102314.0,0.0,1.0,101.99,104.32,101.99,104.03,102314.0
STRL,STRL:UW,BBG000JD7618,2018-03-19,12.41,12.5,12.06,12.25,235508.0,0.0,1.0,12.41,12.5,12.06,12.25,235508.0
STRM,STRM:UW,BBG000G865J6,2018-03-19,1.72,1.72,1.65,1.68,10434.0,0.0,1.0,1.72,1.72,1.65,1.68,10434.0
STRS,STRS:UW,BBG000D6DY93,2018-03-19,30.95,30.95,30.2,30.65,5529.0,0.0,1.0,30.95,30.95,30.2,30.65,5529.0
STRT,STRT:UW,BBG000BZY6Z0,2018-03-19,36.45,36.8455,35.55,35.85,12614.0,0.0,1.0,36.45,36.8455,35.55,35.85,12614.0
STT,STT:UN,BBG000BKFCH1,2018-03-19,106.76,107.12,104.77,105.83,1119161.0,0.0,1.0,106.76,107.12,104.77,105.83,1119161.0
STT$C,STT$C:UN,,2018-03-19,24.93,24.97,24.875,24.9468,35079.0,0.0,1.0,24.93,24.97,24.875,24.9468,35079.0
STT$D,STT$D:UN,,2018-03-19,27.4,27.4,27.25,27.26,65339.0,0.0,1.0,27.4,27.4,27.25,27.26,65339.0
STT$E,STT$E:UN,,2018-03-19,26.16,26.27,26.13,26.27,20667.0,0.0,1.0,26.16,26.27,26.13,26.27,20667.0
STWD,STWD:UN,BBG000M1J3Q7,2018-03-19,21.4,21.4,21.21,21.39,1873023.0,0.0,1.0,21.4,21.4,21.21,21.39,1873023.0
STX,STX:UW,BBG000F0LSK5,2018-03-19,59.85,60.72,59.6,60.4,6790251.0,0.0,1.0,59.85,60.72,59.6,60.4,6790251.0
STZ,STZ:UN,BBG000J1QPD8,2018-03-19,228.04,228.27,225.17,226.35,822118.0,0.0,1.0,228.04,228.27,225.17,226.35,822118.0
STZ.B,STZ.B:UN,BBG000J1S6T1,2018-03-19,227.65,227.65,227.65,227.65,56.0,0.0,1.0,227.65,227.65,227.65,227.65,56.0
SU,SU:UN,BBG000BRK9W0,2018-03-19,32.74,32.75,32.15,32.18,2043066.0,0.0,1.0,32.74,32.75,32.15,32.18,2043066.0
SUB,SUB:UN,BBG000BJ2WX6,2018-03-19,104.68,104.81,104.661,104.68,69435.0,0.0,1.0,104.68,104.81,104.661,104.68,69435.0
SUI,SUI:UN,BBG000BLJXH9,2018-03-19,89.92,90.13,89.34,89.81,503083.0,0.0,1.0,89.92,90.13,89.34,89.81,503083.0
SUM,SUM:UN,BBG007R7ZQZ5,2018-03-19,30.91,31.37,30.38,31.22,1117759.0,0.0,1.0,30.91,31.37,30.38,31.22,1117759.0
SUMR,SUMR:UW,BBG000BBT055,2018-03-19,1.19,1.206,1.16,1.1876,33383.0,0.0,1.0,1.19,1.206,1.16,1.1876,33383.0
SUN,SUN:UN,BBG00358KQN5,2018-03-19,27.79,27.79,26.6,26.93,421363.0,0.0,1.0,27.79,27.79,26.6,26.93,421363.0
SUNS,SUNS:UW,BBG001CGD3C4,2018-03-19,16.83,17.0,16.77,16.96,34481.0,0.0,1.0,16.83,17.0,16.77,16.96,34481.0
SUP,SUP:UN,BBG000BTNTG7,2018-03-19,16.8,16.8,15.65,15.85,331795.0,0.0,1.0,16.8,16.8,15.65,15.85,331795.0
SUPN,SUPN:UW,BBG001CJC366,2018-03-19,44.55,44.7,43.225,44.6,448695.0,0.0,1.0,44.55,44.7,43.225,44.6,448695.0
SVA,SVA:UW,BBG000D0FN61,2018-03-19,8.65,8.68,8.61,8.67,31141.0,0.0,1.0,8.65,8.68,8.61,8.67,31141.0
SVBI,SVBI:UW,BBG000DHV1G3,2018-03-19,7.65,7.65,7.55,7.55,2824.0,0.0,1.0,7.65,7.65,7.55,7.55,2824.0
SVM,SVM:UN,,2018-03-19,2.69,2.7,2.63,2.66,460642.0,0.0,1.0,2.69,2.7,2.63,2.66,460642.0
SVT,SVT:UN,BBG000BTPZK6,2018-03-19,9.6245,9.6809,9.6245,9.6809,1853.0,0.0,1.0,9.6245,9.6809,9.6245,9.6809,1853.0
SVU,SVU:UN,BBG000BTQCJ8,2018-03-19,15.49,15.58,15.2,15.28,1208355.0,0.0,1.0,15.49,15.58,15.2,15.28,1208355.0
SVVC,SVVC:UW,BBG001MP9MQ1,2018-03-19,12.5,12.53,12.15,12.23,44402.0,0.0,1.0,12.5,12.53,12.15,12.23,44402.0
SVXY,SVXY:UN,BBG0024TG688,2018-03-19,12.78,12.8,12.0,12.3,27131003.0,0.0,1.0,12.78,12.8,12.0,12.3,27131003.0
SWIR,SWIR:UW,BBG000CMVJM7,2018-03-19,16.3,16.4,16.15,16.35,242592.0,0.0,1.0,16.3,16.4,16.15,16.35,242592.0
SWJ,SWJ:UN,,2018-03-19,25.29,25.3,25.23,25.3,58463.0,0.0,1.0,25.29,25.3,25.23,25.3,58463.0
SWK,SWK:UN,BBG000BTQTG4,2018-03-19,158.59,158.85,154.61,157.35,1081990.0,0.0,1.0,158.59,158.85,154.61,157.35,1081990.0
SWKS,SWKS:UW,BBG000KLDQZ0,2018-03-19,110.33,110.98,107.5,109.33,1857972.0,0.0,1.0,110.33,110.98,107.5,109.33,1857972.0
SWM,SWM:UN,BBG000C3CYX5,2018-03-19,39.0,39.49,38.53,39.42,160996.0,0.0,1.0,39.0,39.49,38.53,39.42,160996.0
SWN,SWN:UN,BBG000BTR6N5,2018-03-19,4.37,4.45,4.25,4.33,12716108.0,0.0,1.0,4.37,4.45,4.25,4.33,12716108.0
SWX,SWX:UN,BBG00FWPVRT0,2018-03-19,70.39,70.39,68.65,69.48,217694.0,0.0,1.0,70.39,70.39,68.65,69.48,217694.0
SWZ,SWZ:UN,BBG000BTSWC9,2018-03-19,12.7621,12.83,12.67,12.67,13816.0,0.0,1.0,12.7621,12.83,12.67,12.67,13816.0
SXC,SXC:UN,BBG001LMHLF4,2018-03-19,11.55,11.57,11.09,11.34,496408.0,0.0,1.0,11.55,11.57,11.09,11.34,496408.0
SXCP,SXCP:UN,BBG0038W5650,2018-03-19,18.75,18.75,18.305,18.45,110848.0,0.0,1.0,18.75,18.75,18.305,18.45,110848.0
SXE,SXE:UN,BBG002WXJV71,2018-03-19,1.68,1.6834,1.6,1.66,96622.0,0.0,1.0,1.68,1.6834,1.6,1.66,96622.0
SXI,SXI:UN,BBG000BTT7Q8,2018-03-19,103.55,103.55,100.8,102.5,38624.0,0.0,1.0,103.55,103.55,100.8,102.5,38624.0
SXT,SXT:UN,BBG000J79SX6,2018-03-19,71.65,72.06,70.79,71.23,207365.0,0.0,1.0,71.65,72.06,70.79,71.23,207365.0
SYBT,SYBT:UW,BBG000FLM5R1,2018-03-19,35.95,36.1,35.2,35.9,69956.0,0.0,1.0,35.95,36.1,35.2,35.9,69956.0
SYE,SYE:UN,BBG005T0SPR1,2018-03-19,75.33,75.3675,74.48,74.6352,4940.0,0.0,1.0,75.33,75.3675,74.48,74.6352,4940.0
SYF,SYF:UN,BBG00658F3W5,2018-03-19,35.02,35.47,34.885,35.26,6698590.0,0.0,1.0,35.02,35.47,34.885,35.26,6698590.0
SYG,SYG:UN,BBG005T0SRC3,2018-03-19,81.9,82.29,81.09,81.452,6625.0,0.0,1.0,81.9,82.29,81.09,81.452,6625.0
SYK,SYK:UN,BBG000DN7RP0,2018-03-19,167.24,167.75,164.64,166.03,1153308.0,0.0,1.0,167.24,167.75,164.64,166.03,1153308.0
SYKE,SYKE:UW,BBG000BBJ029,2018-03-19,31.3,31.395,30.39,30.97,146776.0,0.0,1.0,31.3,31.395,30.39,30.97,146776.0
SYLD,SYLD:UN,BBG004K1ZM36,2018-03-19,38.58,38.588,38.122,38.2306,13741.0,0.0,1.0,38.58,38.588,38.122,38.2306,13741.0
SYMC,SYMC:UW,BBG000BH2VV4,2018-03-19,27.15,27.3,26.26,26.67,10643203.0,0.0,1.0,27.15,27.3,26.26,26.67,10643203.0
SES,SES:UW,BBG000D7YKQ9,2018-03-19,3.0001,3.2,3.0,3.2,2959.0,0.0,1.0,3.0001,3.2,3.0,3.2,2959.0
SYN,SYN:UN,BBG000BV6R39,2018-03-19,0.3787,0.3809,0.3655,0.3793,422252.0,0.0,1.0,0.3787,0.3809,0.3655,0.3793,422252.0
SYNA,SYNA:UW,BBG000BQVCX2,2018-03-19,46.49,47.79,45.7,46.85,492093.0,0.0,1.0,46.49,47.79,45.7,46.85,492093.0
SYNC,SYNC:UW,BBG0028F3KX9,2018-03-19,1.7,1.75,1.65,1.7,159470.0,0.0,1.0,1.7,1.75,1.65,1.7,159470.0
SYNL,SYNL:UW,BBG000CLRM29,2018-03-19,14.55,15.25,14.5,15.25,9654.0,0.0,1.0,14.55,15.25,14.5,15.25,9654.0
SYNT,SYNT:UW,BBG000BBF9Z8,2018-03-19,26.94,27.01,26.67,26.78,346888.0,0.0,1.0,26.94,27.01,26.67,26.78,346888.0
SYPR,SYPR:UW,BBG000BBR2M4,2018-03-19,1.59,1.64,1.56,1.64,15295.0,0.0,1.0,1.59,1.64,1.56,1.64,15295.0
SRCI,SRCI:UN,BBG000BC0M38,2018-03-19,9.29,9.42,8.94,9.0,3019918.0,0.0,1.0,9.29,9.42,8.94,9.0,3019918.0
INPX,INPX:UW,,2018-03-19,1.24,1.24,1.1601,1.2,986988.0,0.0,1.0,1.24,1.24,1.1601,1.2,986988.0
SYV,SYV:UN,BBG005T0SSQ6,2018-03-19,66.7,66.7,66.1,66.1279,3975.0,0.0,1.0,66.7,66.7,66.1,66.1279,3975.0
SYX,SYX:UN,BBG000KFPF93,2018-03-19,30.17,30.78,29.98,30.62,85782.0,0.0,1.0,30.17,30.78,29.98,30.62,85782.0
SYY,SYY:UN,BBG000BTVL39,2018-03-19,60.11,60.31,59.92,60.18,4150648.0,0.0,1.0,60.11,60.31,59.92,60.18,4150648.0
SZC,SZC:UN,BBG0036FBPN0,2018-03-19,16.45,16.45,15.9,16.01,72782.0,0.0,1.0,16.45,16.45,15.9,16.01,72782.0
SZK,SZK:UN,BBG000QXGCD0,2018-03-19,14.9,15.09,14.8481,15.0016,12498.0,0.0,1.0,14.9,15.09,14.8481,15.0016,12498.0
SZO,SZO:UN,BBG000GGXNX3,2018-03-19,70.29,70.29,68.32,68.32,2.0,0.0,1.0,70.29,70.29,68.32,68.32,2.0
T,T:UN,BBG000BSJLV4,2018-03-19,36.98,37.095,36.47,36.58,19330555.0,0.0,1.0,36.98,37.095,36.47,36.58,19330555.0
TA,TA:UW,BBG000F73TG3,2018-03-19,3.65,3.7183,3.5,3.55,227215.0,0.0,1.0,3.65,3.7183,3.5,3.55,227215.0
TAC,TAC:UN,BBG000BBR324,2018-03-19,5.45,5.55,5.45,5.55,25063.0,0.0,1.0,5.45,5.55,5.45,5.55,25063.0
TACO,TACO:UW,BBG005SSMPW1,2018-03-19,10.96,11.0,10.68,10.75,391661.0,0.0,1.0,10.96,11.0,10.68,10.75,391661.0
TACOW,TACOW:UW,BBG005SSM662,2018-03-19,2.59,2.59,2.59,2.59,81.0,0.0,1.0,2.59,2.59,2.59,2.59,81.0
TACT,TACT:UW,BBG000BD6HF8,2018-03-19,12.85,13.1,12.45,12.9,48104.0,0.0,1.0,12.85,13.1,12.45,12.9,48104.0
TAHO,TAHO:UN,BBG000BDN9Y6,2018-03-19,4.78,4.79,4.7,4.77,2238392.0,0.0,1.0,4.78,4.79,4.7,4.77,2238392.0
TAIT,TAIT:UW,BBG000F4S5L9,2018-03-19,1.516,1.5412,1.511,1.54,17242.0,0.0,1.0,1.516,1.5412,1.511,1.54,17242.0
TAN,TAN:UN,BBG000VGD5Y6,2018-03-19,25.24,25.449,25.09,25.26,60593.0,0.0,1.0,25.24,25.449,25.09,25.26,60593.0
TANH,TANH:UW,BBG0074G7H45,2018-03-19,2.57,2.59,2.56,2.58,564503.0,0.0,1.0,2.57,2.59,2.56,2.58,564503.0
TAO,TAO:UN,BBG000V0SZX0,2018-03-19,30.57,30.63,30.22,30.43,14951.0,0.0,1.0,30.57,30.63,30.22,30.43,14951.0
TAP,TAP:UN,BBG000BS7MP2,2018-03-19,79.98,80.27,79.105,79.47,1502153.0,0.0,1.0,79.98,80.27,79.105,79.47,1502153.0
TAPR,TAPR:UW,BBG006QWNM67,2018-03-19,27.58,28.1163,27.56,27.69,1087.0,0.0,1.0,27.58,28.1163,27.56,27.69,1087.0
TARO,TARO:UN,BBG000H2ZQL7,2018-03-19,100.84,101.79,99.64,100.16,100304.0,0.0,1.0,100.84,101.79,99.64,100.16,100304.0
AAXN,AAXN:UW,BBG000BHK5Z7,2018-03-19,37.81,37.95,37.11,37.4,830177.0,0.0,1.0,37.81,37.95,37.11,37.4,830177.0
TAST,TAST:UW,BBG000Q1PRF5,2018-03-19,12.1,12.15,11.9,12.05,192363.0,0.0,1.0,12.1,12.15,11.9,12.05,192363.0
TAT,TAT:UN,BBG000C4NRD8,2018-03-19,1.34,1.34,1.3,1.32,25618.0,0.0,1.0,1.34,1.34,1.3,1.32,25618.0
TATT,TATT:UW,BBG000CTJG42,2018-03-19,9.8218,9.85,9.7,9.7,400.0,0.0,1.0,9.8218,9.85,9.7,9.7,400.0
TAX,TAX:UW,BBG003385PT0,2018-03-19,9.6,9.75,9.3,9.7,122754.0,0.0,1.0,9.6,9.75,9.3,9.7,122754.0
TAYD,TAYD:UW,BBG000BTX943,2018-03-19,11.1,11.1,11.1,11.1,794.0,0.0,1.0,11.1,11.1,11.1,11.1,794.0
TBBK,TBBK:UW,BBG000Q514R0,2018-03-19,10.99,11.18,10.87,11.17,186919.0,0.0,1.0,10.99,11.18,10.87,11.17,186919.0
TBF,TBF:UN,BBG000NZZYX7,2018-03-19,23.21,23.215,23.08,23.18,407351.0,0.0,1.0,23.21,23.215,23.08,23.18,407351.0
TBI,TBI:UN,BBG000BP6CN3,2018-03-19,27.65,27.95,27.3,27.65,151889.0,0.0,1.0,27.65,27.95,27.3,27.65,151889.0
PRPO,PRPO:UW,,2018-03-19,0.511,0.5365,0.47,0.4767,257337.0,0.0,1.0,0.511,0.5365,0.47,0.4767,257337.0
TBK,TBK:UW,BBG0074VHM77,2018-03-19,43.7,43.95,43.2,43.65,97842.0,0.0,1.0,43.7,43.95,43.2,43.65,97842.0
TBNK,TBNK:UW,BBG000M1LYD0,2018-03-19,30.63,30.69,30.35,30.66,22333.0,0.0,1.0,30.63,30.69,30.35,30.66,22333.0
TBPH,TBPH:UW,BBG006H5S0W0,2018-03-19,25.96,26.76,25.77,26.6,188297.0,0.0,1.0,25.96,26.76,25.77,26.6,188297.0
TBT,TBT:UN,BBG000FBNHP8,2018-03-19,37.93,37.97,37.48,37.8,3577327.0,0.0,1.0,37.93,37.97,37.48,37.8,3577327.0
TBX,TBX:UN,BBG001LWLBV1,2018-03-19,29.2,29.28,29.15,29.17,10518.0,0.0,1.0,29.2,29.28,29.15,29.17,10518.0
TCAP,TCAP:UN,BBG000F54HY2,2018-03-19,11.63,11.69,11.47,11.56,236146.0,0.0,1.0,11.63,11.69,11.47,11.56,236146.0
TCBI,TCBI:UW,BBG000DN6BR4,2018-03-19,94.55,94.8,92.6,94.4,281162.0,0.0,1.0,94.55,94.8,92.6,94.4,281162.0
TCBIL,TCBIL:UW,,2018-03-19,25.4799,25.55,25.4007,25.55,8584.0,0.0,1.0,25.4799,25.55,25.4007,25.55,8584.0
TCBIP,TCBIP:UW,,2018-03-19,25.27,25.2921,25.21,25.25,16656.0,0.0,1.0,25.27,25.2921,25.21,25.25,16656.0
TCBK,TCBK:UW,BBG000BGYT91,2018-03-19,39.59,39.68,38.92,39.57,62751.0,0.0,1.0,39.59,39.68,38.92,39.57,62751.0
TCCA,TCCA:UN,,2018-03-19,25.08,25.2,25.05,25.115,5665.0,0.0,1.0,25.08,25.2,25.05,25.115,5665.0
TCCB,TCCB:UN,,2018-03-19,25.08,25.2116,25.08,25.2116,1500.0,0.0,1.0,25.08,25.2116,25.08,25.2116,1500.0
TCCO,TCCO:UW,BBG000BTYK83,2018-03-19,6.15,6.15,5.65,5.7,24115.0,0.0,1.0,6.15,6.15,5.65,5.7,24115.0
TCFC,TCFC:UW,,2018-03-19,37.73,38.0,37.63,37.84,5832.0,0.0,1.0,37.73,38.0,37.63,37.84,5832.0
TCI,TCI:UN,BBG000BN3CC3,2018-03-19,41.64,42.95,40.37,40.37,18067.0,0.0,1.0,41.64,42.95,40.37,40.37,18067.0
TCO,TCO:UN,BBG000BGPX29,2018-03-19,57.28,57.28,56.56,56.91,359595.0,0.0,1.0,57.28,57.28,56.56,56.91,359595.0
TCO$J,TCO$J:UN,,2018-03-19,24.52,24.63,24.515,24.515,4391.0,0.0,1.0,24.52,24.63,24.515,24.515,4391.0
TCO$K,TCO$K:UN,,2018-03-19,23.83,23.83,23.74,23.74,3700.0,0.0,1.0,23.83,23.83,23.74,23.74,3700.0
TCON,TCON:UW,BBG007TGGH93,2018-03-19,2.6,2.85,2.5,2.75,260157.0,0.0,1.0,2.6,2.85,2.5,2.75,260157.0
TCP,TCP:UN,BBG000F8KLY9,2018-03-19,36.11,37.66,35.25,37.18,955118.0,0.0,1.0,36.11,37.66,35.25,37.18,955118.0
TCPC,TCPC:UW,BBG001P0TPH4,2018-03-19,13.86,13.99,13.73,13.83,218538.0,0.0,1.0,13.86,13.99,13.73,13.83,218538.0
TCRD,TCRD:UW,BBG000JDJ2C2,2018-03-19,7.91,7.995,7.8,7.9,191705.0,0.0,1.0,7.91,7.995,7.8,7.9,191705.0
TCRX,TCRX:UN,,2018-03-19,25.1514,25.16,25.15,25.15,1784.0,0.0,1.0,25.1514,25.16,25.15,25.15,1784.0
TCS,TCS:UN,BBG005CHSSC2,2018-03-19,5.65,5.67,5.44,5.65,207329.0,0.0,1.0,5.65,5.67,5.44,5.65,207329.0
TCX,TCX:UW,BBG000L69LG9,2018-03-19,56.65,57.35,55.7,57.35,75163.0,0.0,1.0,56.65,57.35,55.7,57.35,75163.0
TD,TD:UN,BBG000BXBKG0,2018-03-19,58.12,58.13,57.53,57.92,898695.0,0.0,1.0,58.12,58.13,57.53,57.92,898695.0
TDA,TDA:UN,,2018-03-19,24.5,24.65,24.5,24.6,10104.0,0.0,1.0,24.5,24.65,24.5,24.6,10104.0
TDC,TDC:UN,BBG000R0L737,2018-03-19,41.94,42.58,41.62,42.45,946905.0,0.0,1.0,41.94,42.58,41.62,42.45,946905.0
