RESULT_COUNT: 7694,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,EX_DIVIDEND,SPLIT_RATIO,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME,ADJ_FACTOR
MLNX,MLNX:UW,BBG000H1GQB1,2018-09-04,82.65,82.8,79.1,80.0,764526.0,0.0,1.0,82.65,82.8,79.1,80.0,764526.0,1
MLP,MLP:UN,BBG000BB5523,2018-09-04,12.7,12.75,12.65,12.65,20661.0,0.0,1.0,12.7,12.75,12.65,12.65,20661.0,1
MLPA,MLPA:UP,BBG002WKD634,2018-09-04,9.84,9.86,9.74,9.85,218291.0,0.0,1.0,9.84,9.86,9.74,9.85,218291.0,1
MLPC,MLPC:UP,BBG005BPB0Y0,2018-09-04,15.0455,15.15,15.041,15.15,600.0,0.0,1.0,15.0455,15.15,15.041,15.15,600.0,1
MLPG,MLPG:UP,BBG000BC67T7,2018-09-04,24.74,24.74,24.74,24.74,2255.0,0.0,1.0,24.74,24.74,24.74,24.74,2255.0,1
MLPI,MLPI:UP,BBG000QLQWJ5,2018-09-04,24.79,24.79,24.45,24.77,165952.0,0.0,1.0,24.79,24.79,24.45,24.77,165952.0,1
MLPO,MLPO:UP,BBG007NH6G36,2018-09-04,13.88,15.303,13.88,15.303,0.0,0.0,1.0,13.88,15.303,13.88,15.303,0.0,1
MLPY,MLPY:UP,BBG001KSBGZ7,2018-09-04,6.6,6.6,6.6,6.6,58.0,0.0,1.0,6.6,6.6,6.6,6.6,58.0,1
MLR,MLR:UN,BBG000BXFXL2,2018-09-04,28.75,28.75,27.7,27.7,13157.0,0.0,1.0,28.75,28.75,27.7,27.7,13157.0,1
MLSS,MLSS:UA,BBG000JJP2L2,2018-09-04,0.73,0.73,0.653,0.71,62284.0,0.0,1.0,0.73,0.73,0.653,0.71,62284.0,1
MLVF,MLVF:UW,BBG000QJ3Y38,2018-09-04,24.65,24.7,24.55,24.65,19383.0,0.0,1.0,24.65,24.7,24.55,24.65,19383.0,1
MMAC,MMAC:UW,BBG000BDMW76,2018-09-04,26.65,26.9,26.601,26.9,4079.0,0.0,1.0,26.65,26.9,26.601,26.9,4079.0,1
MMC,MMC:UN,BBG000BP4P74,2018-09-04,84.66,84.78,84.2,84.78,1547609.0,0.0,1.0,84.66,84.78,84.2,84.78,1547609.0,1
MMD,MMD:UN,BBG002ZTQ0K2,2018-09-04,19.84,20.22,19.83,19.99,44674.0,0.0,1.0,19.84,20.22,19.83,19.99,44674.0,1
MMI,MMI:UN,BBG005GBRSX9,2018-09-04,36.34,36.42,35.55,35.76,189805.0,0.0,1.0,36.34,36.42,35.55,35.76,189805.0,1
MMLP,MMLP:UW,BBG000NMLY07,2018-09-04,11.25,11.35,11.15,11.35,148528.0,0.0,1.0,11.25,11.35,11.15,11.35,148528.0,1
MMM,MMM:UN,BBG000BP5522,2018-09-04,210.55,210.75,207.545,208.6,2015503.0,0.0,1.0,210.55,210.75,207.545,208.6,2015503.0,1
MMP,MMP:UN,BBG000BCJZY5,2018-09-04,68.22,69.32,67.5506,69.11,910086.0,0.0,1.0,68.22,69.32,67.5506,69.11,910086.0,1
MMS,MMS:UN,BBG000BC5YJ0,2018-09-04,66.25,66.46,65.46,65.85,304757.0,0.0,1.0,66.25,66.46,65.46,65.85,304757.0,1
MMSI,MMSI:UW,BBG000C435Z4,2018-09-04,58.9,59.25,58.1,58.9,268517.0,0.0,1.0,58.9,59.25,58.1,58.9,268517.0,1
MMT,MMT:UN,BBG000BP5S22,2018-09-04,5.7,5.7,5.68,5.69,122766.0,0.0,1.0,5.7,5.7,5.68,5.69,122766.0,1
MMTM,MMTM:UP,BBG003HBVW14,2018-09-04,128.61,128.65,128.28,128.65,4806.0,0.0,1.0,128.61,128.65,128.28,128.65,4806.0,1
MMU,MMU:UN,BBG000BC1HP4,2018-09-04,12.78,12.86,12.7,12.86,65188.0,0.0,1.0,12.78,12.86,12.7,12.86,65188.0,1
MMV,MMV:UA,BBG000CQN547,2018-09-04,12.85,12.85,12.8001,12.8001,4803.0,0.0,1.0,12.85,12.85,12.8001,12.8001,4803.0,1
MMYT,MMYT:UW,BBG000BB3F78,2018-09-04,31.65,31.95,30.75,31.5,480693.0,0.0,1.0,31.65,31.95,30.75,31.5,480693.0,1
MN,MN:UN,BBG001VGY0R0,2018-09-04,2.9,2.9,2.85,2.85,10324.0,0.0,1.0,2.9,2.9,2.85,2.85,10324.0,1
MNA,MNA:UP,BBG000BBBGT3,2018-09-04,31.47,31.52,31.4697,31.51,30749.0,0.0,1.0,31.47,31.52,31.4697,31.51,30749.0,1
MNDO,MNDO:UW,BBG000F3PHQ3,2018-09-04,2.33,2.36,2.33,2.35,11696.0,0.0,1.0,2.33,2.36,2.33,2.35,11696.0,1
MNE,MNE:UN,BBG000PRJRQ4,2018-09-04,12.71,12.71,12.64,12.64,3152.0,0.0,1.0,12.71,12.71,12.64,12.64,3152.0,1
MNGA,MNGA:UW,BBG000JCK7P7,2018-09-04,0.21,0.2185,0.2,0.2044,2503189.0,0.0,1.0,0.21,0.2185,0.2,0.2044,2503189.0,1
MNI,MNI:UA,BBG000BP63Q0,2018-09-04,8.9,9.0,8.81,8.81,1735.0,0.0,1.0,8.9,9.0,8.81,8.81,1735.0,1
MNK,MNK:UN,BBG004MY78J7,2018-09-04,34.26,34.44,33.24,34.25,2273749.0,0.0,1.0,34.26,34.44,33.24,34.25,2273749.0,1
MNKD,MNKD:UW,BBG000PPL627,2018-09-04,1.65,2.17,1.51,2.08,50771943.0,0.0,1.0,1.65,2.17,1.51,2.08,50771943.0,1
MNOV,MNOV:UW,BBG000RDP2S9,2018-09-04,12.17,12.5,12.12,12.35,84451.0,0.0,1.0,12.17,12.5,12.12,12.35,84451.0,1
MNP,MNP:UN,BBG000BDNHC2,2018-09-04,14.23,14.23,14.11,14.2,7941.0,0.0,1.0,14.23,14.23,14.11,14.2,7941.0,1
MNR,MNR:UN,BBG000BLZG60,2018-09-04,17.4,17.43,16.98,16.98,248851.0,0.0,1.0,17.4,17.43,16.98,16.98,248851.0,1
MNRO,MNRO:UW,BBG000C0C911,2018-09-04,70.7,71.65,69.75,71.55,218081.0,0.0,1.0,70.7,71.65,69.75,71.55,218081.0,1
MNST,MNST:UW,BBG008NVB1Y6,2018-09-04,60.51,61.01,60.47,60.93,1391901.0,0.0,1.0,60.51,61.01,60.47,60.93,1391901.0,1
MNTA,MNTA:UW,BBG000M5SWY5,2018-09-04,26.35,26.35,25.6,25.95,382413.0,0.0,1.0,26.35,26.35,25.6,25.95,382413.0,1
MNTX,MNTX:UW,BBG000L990Z8,2018-09-04,10.57,10.72,10.09,10.7,89226.0,0.0,1.0,10.57,10.72,10.09,10.7,89226.0,1
MO,MO:UN,BBG000BP6MW1,2018-09-04,58.64,59.36,58.45,59.11,4721060.0,0.0,1.0,58.64,59.36,58.45,59.11,4721060.0,1
MOAT,MOAT:UP,BBG002XRNH79,2018-09-04,46.11,46.11,45.79,45.89,71227.0,0.0,1.0,46.11,46.11,45.79,45.89,71227.0,1
MOBL,MOBL:UW,BBG0069GYJ75,2018-09-04,4.85,4.85,4.775,4.85,150835.0,0.0,1.0,4.85,4.85,4.775,4.85,150835.0,1
MOC,MOC:UA,BBG000BM1PR2,2018-09-04,1.99,1.99,1.88,1.9,20444.0,0.0,1.0,1.99,1.99,1.88,1.9,20444.0,1
MOD,MOD:UN,BBG000BP7F64,2018-09-04,16.75,16.8,16.0,16.0,297142.0,0.0,1.0,16.75,16.8,16.0,16.0,297142.0,1
MODN,MODN:UN,BBG00449LX83,2018-09-04,17.0,17.0,16.4,16.8,226448.0,0.0,1.0,17.0,17.0,16.4,16.8,226448.0,1
MOFG,MOFG:UW,BBG000BQW3T6,2018-09-04,33.52,34.2,33.52,33.75,9482.0,0.0,1.0,33.52,34.2,33.52,33.75,9482.0,1
MOG.B,MOG.B:UN,BBG000BP8592,2018-09-04,81.84,81.84,81.84,81.84,5.0,0.0,1.0,81.84,81.84,81.84,81.84,5.0,1
MOH,MOH:UN,BBG000MBHPT5,2018-09-04,138.11,139.01,136.725,137.72,941539.0,0.0,1.0,138.11,139.01,136.725,137.72,941539.0,1
MOM,MOM:UP,BBG0021R51F0,2018-09-04,25.42,25.5,25.42,25.5,305.0,0.0,1.0,25.42,25.5,25.42,25.5,305.0,1
MOMO,MOMO:UW,BBG007HTCRF3,2018-09-04,46.0,47.3,45.35,47.24,3199859.0,0.0,1.0,46.0,47.3,45.35,47.24,3199859.0,1
MOO,MOO:UP,BBG000KJ4554,2018-09-04,64.18,64.23,63.8413,64.01,29158.0,0.0,1.0,64.18,64.23,63.8413,64.01,29158.0,1
MORL,MORL:UP,BBG003H18968,2018-09-04,16.35,16.5,16.3,16.34,742991.0,0.0,1.0,16.35,16.5,16.3,16.34,742991.0,1
MORN,MORN:UW,BBG000CGRHM9,2018-09-04,142.32,144.3421,141.48,142.18,74083.0,0.0,1.0,142.32,144.3421,141.48,142.18,74083.0,1
MORT,MORT:UP,BBG001ZSTN69,2018-09-04,24.4,24.52,24.38,24.41,25726.0,0.0,1.0,24.4,24.52,24.38,24.41,25726.0,1.0
MOS,MOS:UN,BBG000BFXLX4,2018-09-04,31.17,31.29,30.655,30.83,3172821.0,0.0,1.0,31.17,31.29,30.655,30.83,3172821.0,1
MOSY,MOSY:UW,BBG000BC8XX3,2018-09-04,0.84,0.8591,0.82,0.8401,41211.0,0.0,1.0,0.84,0.8591,0.82,0.8401,41211.0,1
MOTI,MOTI:UP,BBG009L72X06,2018-09-04,32.7389,32.7449,32.7,32.74,5964.0,0.0,1.0,32.7389,32.7449,32.7,32.74,5964.0,1
MOV,MOV:UN,BBG000BL34H0,2018-09-04,42.4,42.95,41.3,41.9,348396.0,0.0,1.0,42.4,42.95,41.3,41.9,348396.0,1
MPA,MPA:UN,BBG000BDK5X8,2018-09-04,13.15,13.15,13.06,13.08,40384.0,0.0,1.0,13.15,13.15,13.06,13.08,40384.0,1
MPAA,MPAA:UW,BBG000BJSC99,2018-09-04,26.62,27.1899,26.1,26.66,199628.0,0.0,1.0,26.62,27.1899,26.1,26.66,199628.0,1
MPB,MPB:UW,BBG000BB7H70,2018-09-04,30.45,31.0,30.05,30.9,14942.0,0.0,1.0,30.45,31.0,30.05,30.9,14942.0,1
MPC,MPC:UN,BBG001QSXK51,2018-09-04,82.75,85.08,82.6,84.28,6033435.0,0.0,1.0,82.75,85.08,82.6,84.28,6033435.0,1
MLCO,MLCO:UW,BBG000BHPL50,2018-09-04,23.88,23.97,23.44,23.56,3739956.0,0.0,1.0,23.88,23.97,23.44,23.56,3739956.0,1
TELL,TELL:UW,BBG000CS35X3,2018-09-04,9.68,9.7,8.73,8.96,2671789.0,0.0,1.0,9.68,9.7,8.73,8.96,2671789.0,1
MPLX,MPLX:UN,BBG0035TJGZ0,2018-09-04,35.4,35.77,35.085,35.68,1669480.0,0.0,1.0,35.4,35.77,35.085,35.68,1669480.0,1
MPO,MPO:UN,BBG00283NN86,2018-09-04,11.63,11.73,11.23,11.44,47144.0,0.0,1.0,11.63,11.73,11.23,11.44,47144.0,1
MPV,MPV:UN,BBG000BBNWH8,2018-09-04,14.5021,14.549,14.41,14.41,13898.0,0.0,1.0,14.5021,14.549,14.41,14.41,13898.0,1
MPW,MPW:UN,BBG000BGRDL0,2018-09-04,15.02,15.08,14.825,14.93,2186058.0,0.0,1.0,15.02,15.08,14.825,14.93,2186058.0,1
MPWR,MPWR:UW,BBG000C30VQ2,2018-09-04,149.43,151.74,148.255,151.38,246525.0,0.0,1.0,149.43,151.74,148.255,151.38,246525.0,1
MPX,MPX:UN,BBG000BC0CQ5,2018-09-04,19.55,19.55,19.09,19.33,10426.0,0.0,1.0,19.55,19.55,19.09,19.33,10426.0,1
MQT,MQT:UN,BBG000CWRKR2,2018-09-04,12.02,12.05,12.0,12.01,42217.0,0.0,1.0,12.02,12.05,12.0,12.01,42217.0,1
MQY,MQY:UN,BBG000CKPB36,2018-09-04,13.74,13.74,13.68,13.7,51898.0,0.0,1.0,13.74,13.74,13.68,13.7,51898.0,1
MRC,MRC:UN,BBG002DKWX44,2018-09-04,20.59,20.59,19.86,19.89,892867.0,0.0,1.0,20.59,20.59,19.86,19.89,892867.0,1
MRCC,MRCC:UW,BBG001KFNK83,2018-09-04,13.62,13.68,13.6,13.65,64438.0,0.0,1.0,13.62,13.68,13.6,13.65,64438.0,1
MRCY,MRCY:UW,BBG000BX5Q47,2018-09-04,54.23,55.38,54.2,54.6,440186.0,0.0,1.0,54.23,55.38,54.2,54.6,440186.0,1
MRIN,MRIN:UN,BBG00449NGT5,2018-09-04,3.65,3.65,3.4442,3.45,2573.0,0.0,1.0,3.65,3.65,3.4442,3.45,2573.0,1
MRK,MRK:UN,BBG000BPD257,2018-09-04,68.37,68.41,67.93,67.95,5746270.0,0.0,1.0,68.37,68.41,67.93,67.95,5746270.0,1
MRLN,MRLN:UW,BBG000BN5VV8,2018-09-04,28.5,28.5,28.1,28.25,11905.0,0.0,1.0,28.5,28.5,28.1,28.25,11905.0,1
MRNS,MRNS:UW,BBG006GYZM98,2018-09-04,7.17,7.3,7.0,7.29,283476.0,0.0,1.0,7.17,7.3,7.0,7.29,283476.0,1
MRO,MRO:UN,BBG000C8H839,2018-09-04,21.68,21.8,21.04,21.06,6972454.0,0.0,1.0,21.68,21.8,21.04,21.06,6972454.0,1
MRTN,MRTN:UW,BBG000BPDTK1,2018-09-04,21.95,22.1,21.65,21.8,131877.0,0.0,1.0,21.95,22.1,21.65,21.8,131877.0,1
MRTX,MRTX:UW,BBG004TPGBP5,2018-09-04,56.25,57.455,55.1,57.25,348590.0,0.0,1.0,56.25,57.455,55.1,57.25,348590.0,1
MRVL,MRVL:UW,BBG000BYX620,2018-09-04,20.58,20.89,20.44,20.7,9677563.0,0.0,1.0,20.58,20.89,20.44,20.7,9677563.0,1
MS,MS:UN,BBG000BLZT71,2018-09-04,48.86,48.91,48.18,48.71,8314859.0,0.0,1.0,48.86,48.91,48.18,48.71,8314859.0,1
MSA,MSA:UN,BBG000BPDYJ2,2018-09-04,100.76,101.26,98.83,100.33,130027.0,0.0,1.0,100.76,101.26,98.83,100.33,130027.0,1
MSB,MSB:UN,BBG000BPFF65,2018-09-04,27.45,27.8,27.1,27.8,33184.0,0.0,1.0,27.45,27.8,27.1,27.8,33184.0,1
MSBF,MSBF:UW,BBG009DWJ530,2018-09-04,20.9,21.1,20.9,21.1,8361.0,0.0,1.0,20.9,21.1,20.9,21.1,8361.0,1
MSCI,MSCI:UN,BBG000RTDZW9,2018-09-04,182.28,183.45,180.22,182.23,537858.0,0.0,1.0,182.28,183.45,180.22,182.23,537858.0,1
MSD,MSD:UN,BBG000BDY233,2018-09-04,8.76,8.76,8.69,8.7,59372.0,0.0,1.0,8.76,8.76,8.69,8.7,59372.0,1
MSEX,MSEX:UW,BBG000BPH0Z4,2018-09-04,45.8,46.3939,45.185,45.65,25519.0,0.0,1.0,45.8,46.3939,45.185,45.65,25519.0,1
MSF,MSF:UN,BBG000BFY1W8,2018-09-04,15.64,15.83,15.59,15.65,24305.0,0.0,1.0,15.64,15.83,15.59,15.65,24305.0,1
MSFT,MSFT:UW,BBG000BPHFS9,2018-09-04,110.85,111.955,110.22,111.71,22397289.0,0.0,1.0,110.85,111.955,110.22,111.71,22397289.0,1
MSG,MSG:UN,BBG007FG0FP1,2018-09-04,300.51,311.66,296.93,307.52,342140.0,0.0,1.0,300.51,311.66,296.93,307.52,342140.0,1
MSI,MSI:UN,BBG000BP9038,2018-09-04,127.57,128.185,126.72,128.17,706098.0,0.0,1.0,127.57,128.185,126.72,128.17,706098.0,1
MSL,MSL:UN,BBG000BB87M4,2018-09-04,15.35,15.55,15.3,15.5,123757.0,0.0,1.0,15.35,15.55,15.3,15.5,123757.0,1
MSM,MSM:UN,BBG000BCM158,2018-09-04,85.45,86.515,85.0,86.35,541338.0,0.0,1.0,85.45,86.515,85.0,86.35,541338.0,1
MSN,MSN:UA,BBG000C33D25,2018-09-04,1.46,1.48,1.46,1.48,12001.0,0.0,1.0,1.46,1.48,1.46,1.48,12001.0,1
MSON,MSON:UW,BBG000CDT4H9,2018-09-04,19.7,20.0,18.26,19.3,20697.0,0.0,1.0,19.7,20.0,18.26,19.3,20697.0,1
MSP,MSP:UN,BBG000DJN8H2,2018-09-04,12.02,12.03,11.9766,11.9766,4552.0,0.0,1.0,12.02,12.03,11.9766,11.9766,4552.0,1
MSTR,MSTR:UW,BBG000GQK387,2018-09-04,148.49,148.49,146.58,147.75,49303.0,0.0,1.0,148.49,148.49,146.58,147.75,49303.0,1
SVRA,SVRA:UW,BBG000MS1TK6,2018-09-04,11.78,11.78,11.08,11.21,140672.0,0.0,1.0,11.78,11.78,11.08,11.21,140672.0,1
MT,MT:UN,BBG000BJH7L8,2018-09-04,29.22,29.38,29.11,29.18,1967671.0,0.0,1.0,29.22,29.38,29.11,29.18,1967671.0,1
MTB,MTB:UN,BBG000D9KZ32,2018-09-04,177.97,179.92,176.51,179.35,790043.0,0.0,1.0,177.97,179.92,176.51,179.35,790043.0,1
MTBC,MTBC:UW,BBG005RSN4H5,2018-09-04,4.36,4.9,4.36,4.63,240699.0,0.0,1.0,4.36,4.9,4.36,4.63,240699.0,1
MTD,MTD:UN,BBG000BZCP64,2018-09-04,580.59,582.09,576.28,580.45,182178.0,0.0,1.0,580.59,582.09,576.28,580.45,182178.0,1
MTDR,MTDR:UN,BBG001ZSF803,2018-09-04,32.9,33.08,31.89,31.98,971324.0,0.0,1.0,32.9,33.08,31.89,31.98,971324.0,1
MTEX,MTEX:UW,BBG000C25693,2018-09-04,19.15,19.85,19.1,19.8492,2767.0,0.0,1.0,19.15,19.85,19.1,19.8492,2767.0,1
MTG,MTG:UN,BBG000CBMKY5,2018-09-04,12.72,12.86,12.67,12.83,2536563.0,0.0,1.0,12.72,12.86,12.67,12.83,2536563.0,1
MTGE,MTGE:UW,BBG001PJLLV4,2018-09-04,19.65,19.8,19.65,19.75,456166.0,0.0,1.0,19.65,19.8,19.65,19.75,456166.0,1
MTGEP,MTGEP:UW,BBG006HCZX37,2018-09-04,25.95,25.98,25.8001,25.9471,8766.0,0.0,1.0,25.95,25.98,25.8001,25.9471,8766.0,1
MTH,MTH:UN,BBG000F4F3N6,2018-09-04,42.95,43.35,42.65,43.1,235148.0,0.0,1.0,42.95,43.35,42.65,43.1,235148.0,1
XNTK,XNTK:UP,BBG000C9R462,2018-09-04,94.64,94.6638,93.91,94.56,30442.0,0.0,1.0,94.64,94.6638,93.91,94.56,30442.0,1
MTL,MTL:UN,BBG000Q9WHH0,2018-09-04,2.69,2.69,2.5,2.54,39565.0,0.0,1.0,2.69,2.69,2.5,2.54,39565.0,1
MTLS,MTLS:UW,BBG0068T2555,2018-09-04,15.1,15.1,14.8,15.0,35682.0,0.0,1.0,15.1,15.1,14.8,15.0,35682.0,1
MTN,MTN:UN,BBG000BCMYM7,2018-09-04,297.94,302.76,296.81,301.42,235258.0,0.0,1.0,297.94,302.76,296.81,301.42,235258.0,1
MTOR,MTOR:UN,BBG000BH9526,2018-09-04,21.63,21.63,21.305,21.46,578107.0,0.0,1.0,21.63,21.63,21.305,21.46,578107.0,1
MTR,MTR:UN,BBG000BPKH65,2018-09-04,14.35,14.35,14.25,14.3,4571.0,0.0,1.0,14.35,14.35,14.25,14.3,4571.0,1
MTRN,MTRN:UN,BBG000BDTVX2,2018-09-04,63.5,64.05,62.15,63.05,140187.0,0.0,1.0,63.5,64.05,62.15,63.05,140187.0,1
MTRX,MTRX:UW,BBG000C4TZ53,2018-09-04,20.85,20.95,20.25,20.8,118825.0,0.0,1.0,20.85,20.95,20.25,20.8,118825.0,1
MTSC,MTSC:UW,BBG000BPLK76,2018-09-04,54.0,54.0,53.3,53.55,43197.0,0.0,1.0,54.0,54.0,53.3,53.55,43197.0,1
MTSI,MTSI:UW,BBG001YF9SP8,2018-09-04,22.88,23.23,22.0,22.71,347258.0,0.0,1.0,22.88,23.23,22.0,22.71,347258.0,1
MTSL,MTSL:UW,BBG000LPSV74,2018-09-04,1.69,1.7299,1.66,1.67,268511.0,0.0,1.0,1.69,1.7299,1.66,1.67,268511.0,1
MTT,MTT:UN,BBG000F08NB1,2018-09-04,21.2,21.27,21.15,21.26,19522.0,0.0,1.0,21.2,21.27,21.15,21.26,19522.0,1
MTUM,MTUM:UF,BBG004FPTZH2,2018-09-04,118.07,118.66,117.66,118.57,923490.0,0.0,1.0,118.07,118.66,117.66,118.57,923490.0,1.0
MTW,MTW:UN,BBG000D2M951,2018-09-04,23.14,23.25,22.92,23.07,240044.0,0.0,1.0,23.14,23.25,22.92,23.07,240044.0,1
MTX,MTX:UN,BBG000BB6434,2018-09-04,67.1,67.1,65.55,66.45,132857.0,0.0,1.0,67.1,67.1,65.55,66.45,132857.0,1
MTZ,MTZ:UN,BBG000DYXF73,2018-09-04,43.4,43.6,42.45,43.1,999599.0,0.0,1.0,43.4,43.6,42.45,43.1,999599.0,1
MU,MU:UW,BBG000C60FN3,2018-09-04,52.135,52.3,50.7146,51.93,28685206.0,0.0,1.0,52.135,52.3,50.7146,51.93,28685206.0,1
MUA,MUA:UN,BBG000BHYFB6,2018-09-04,13.48,13.48,13.41,13.42,46469.0,0.0,1.0,13.48,13.48,13.41,13.42,46469.0,1
MUB,MUB:UP,BBG000TC0XM4,2018-09-04,108.6,108.62,108.48,108.51,612552.0,0.0,1.0,108.6,108.62,108.48,108.51,612552.0,1
MUC,MUC:UN,BBG000BZG163,2018-09-04,13.03,13.06,13.0,13.06,92603.0,0.0,1.0,13.03,13.06,13.0,13.06,92603.0,1
MUE,MUE:UN,BBG000BK92N3,2018-09-04,12.23,12.23,12.16,12.18,53792.0,0.0,1.0,12.23,12.23,12.16,12.18,53792.0,1
MUH,MUH:UN,BBG000BPHMQ6,2018-09-04,14.12,14.12,14.03,14.06,23804.0,0.0,1.0,14.12,14.12,14.03,14.06,23804.0,1
MUI,MUI:UN,BBG000PRK107,2018-09-04,13.23,13.23,13.12,13.14,49439.0,0.0,1.0,13.23,13.23,13.12,13.14,49439.0,1
MUJ,MUJ:UN,BBG000BB2JX2,2018-09-04,12.92,12.95,12.88,12.9,72561.0,0.0,1.0,12.92,12.95,12.88,12.9,72561.0,1
MUNI,MUNI:UP,BBG000BF5711,2018-09-04,52.74,52.8299,52.64,52.65,30731.0,0.0,1.0,52.74,52.8299,52.64,52.65,30731.0,1
MUR,MUR:UN,BBG000BPMLC7,2018-09-04,31.01,31.09,29.93,30.05,1021028.0,0.0,1.0,31.01,31.09,29.93,30.05,1021028.0,1
MUS,MUS:UN,BBG000BDP778,2018-09-04,11.96,11.96,11.91,11.92,22951.0,0.0,1.0,11.96,11.96,11.91,11.92,22951.0,1
MUSA,MUSA:UN,BBG004YZZZ28,2018-09-04,83.06,85.72,82.9,84.48,413508.0,0.0,1.0,83.06,85.72,82.9,84.48,413508.0,1
MUX,MUX:UN,BBG000BW6FX0,2018-09-04,1.91,1.96,1.88,1.94,2163970.0,0.0,1.0,1.91,1.96,1.88,1.94,2163970.0,1
MVC,MVC:UN,BBG000BR55S0,2018-09-04,9.31,9.35,9.31,9.335,9822.0,0.0,1.0,9.31,9.35,9.31,9.335,9822.0,1
MVF,MVF:UN,BBG000BB8R22,2018-09-04,8.83,8.84,8.78,8.84,149962.0,0.0,1.0,8.83,8.84,8.78,8.84,149962.0,1
MVIS,MVIS:UW,BBG000BVL2B8,2018-09-04,1.07,1.07,1.03,1.035,306267.0,0.0,1.0,1.07,1.07,1.03,1.035,306267.0,1
MVO,MVO:UN,BBG000C0DQR4,2018-09-04,10.27,10.3372,10.1011,10.13,22352.0,0.0,1.0,10.27,10.3372,10.1011,10.13,22352.0,1
MVT,MVT:UN,BBG000BH0GL0,2018-09-04,13.86,13.87,13.82,13.82,35986.0,0.0,1.0,13.86,13.87,13.82,13.82,35986.0,1
MVV,MVV:UP,BBG000PNKNV4,2018-09-04,46.53,46.67,46.0,46.47,17268.0,0.0,1.0,46.53,46.67,46.0,46.47,17268.0,1
MWA,MWA:UN,BBG000JBCDZ4,2018-09-04,11.55,11.55,11.27,11.42,587504.0,0.0,1.0,11.55,11.55,11.27,11.42,587504.0,1
MX,MX:UN,BBG001731VN8,2018-09-04,10.9,11.1,10.75,11.0,98524.0,0.0,1.0,10.9,11.1,10.75,11.0,98524.0,1
MXC,MXC:UA,BBG000BQJF32,2018-09-04,5.0501,5.1427,5.02,5.03,11645.0,0.0,1.0,5.0501,5.1427,5.02,5.03,11645.0,1
MXE,MXE:UN,BBG000BGX898,2018-09-04,11.0273,11.0475,10.95,10.95,13614.0,0.0,1.0,11.0273,11.0475,10.95,10.95,13614.0,1
MXF,MXF:UN,BBG000BPNC72,2018-09-04,15.83,15.83,15.65,15.65,43706.0,0.0,1.0,15.83,15.83,15.65,15.65,43706.0,1
MXI,MXI:UP,BBG000G833V0,2018-09-04,65.71,65.71,65.371,65.63,42898.0,0.0,1.0,65.71,65.71,65.371,65.63,42898.0,1
MXIM,MXIM:UW,BBG000BPNX12,2018-09-04,60.17,60.93,59.94,60.87,1837009.0,0.0,1.0,60.17,60.93,59.94,60.87,1837009.0,1
MXWL,MXWL:UW,BBG000BPPKP2,2018-09-04,3.54,3.5444,3.39,3.49,502504.0,0.0,1.0,3.54,3.5444,3.39,3.49,502504.0,1
MYC,MYC:UN,BBG000CDYDL8,2018-09-04,13.5,13.5,13.43,13.48,49239.0,0.0,1.0,13.5,13.5,13.43,13.48,49239.0,1
MYD,MYD:UN,BBG000BDG1Q0,2018-09-04,13.97,13.99,13.91,13.99,59338.0,0.0,1.0,13.97,13.99,13.91,13.99,59338.0,1
MYE,MYE:UN,BBG000BPQ2D4,2018-09-04,22.1,22.25,21.65,22.15,101281.0,0.0,1.0,22.1,22.25,21.65,22.15,101281.0,1
MYF,MYF:UN,BBG000CF0XD5,2018-09-04,14.03,14.12,14.03,14.07,57237.0,0.0,1.0,14.03,14.12,14.03,14.07,57237.0,1
MYGN,MYGN:UW,BBG000D9HMX2,2018-09-04,49.72,50.44,49.48,50.34,789642.0,0.0,1.0,49.72,50.44,49.48,50.34,789642.0,1
MYI,MYI:UN,BBG000CR6615,2018-09-04,12.44,12.48,12.43,12.44,80772.0,0.0,1.0,12.44,12.48,12.43,12.44,80772.0,1
MYJ,MYJ:UN,BBG000BDBMK5,2018-09-04,13.43,13.43,13.36,13.39,80017.0,0.0,1.0,13.43,13.43,13.36,13.39,80017.0,1
MYL,MYL:UW,BBG000BPQMX8,2018-09-04,39.02,39.261,38.75,39.16,1966240.0,0.0,1.0,39.02,39.261,38.75,39.16,1966240.0,1
MYN,MYN:UN,BBG000BFQ4X0,2018-09-04,11.92,11.9233,11.89,11.8993,117749.0,0.0,1.0,11.92,11.9233,11.89,11.8993,117749.0,1
MYOS,MYOS:UW,BBG000J1MZJ4,2018-09-04,1.33,1.33,1.31,1.3101,7201.0,0.0,1.0,1.33,1.33,1.31,1.3101,7201.0,1
MYRG,MYRG:UW,BBG000BC83W0,2018-09-04,34.74,34.75,34.09,34.64,79061.0,0.0,1.0,34.74,34.75,34.09,34.64,79061.0,1
MYY,MYY:UP,BBG000PNHRP6,2018-09-04,41.6366,41.7343,41.51,41.54,2873.0,0.0,1.0,41.6366,41.7343,41.51,41.54,2873.0,1
MZA,MZA:UN,BBG000BCZLF9,2018-09-04,14.1,14.1,13.9875,14.09,4022.0,0.0,1.0,14.1,14.1,13.9875,14.09,4022.0,1
